Date,Time,Labels,Text (Click to drill to Message Detail),# of Messages,Twitter Engagement,Clicks,Twitter Replies,Twitter Likes,Twitter Retweets,Twitter Retweet Audience
4/29/2016,9:18 AM,The Home Story,Conventional wisdom says homes sell faster during warm-weather months. Is that true? http://www.thehomestory.com/how-weather-affects-homebuying-and-selling/,1,50,37,2,3,8,967
4/29/2016,11:13 AM,positioning and reputation,@BradLeavitt @USCPriceCSI @jnsrealty @VClemonsWF @JasonVasquezWF @RiceJeanette @morganfinancial @Lucky_Sandhu Appreciate your RTs!,1,2,,0,2,0,0
4/29/2016,7:51 PM,The Home Story,Do you know what can impact your credit? Here are 6 credit report items that may scare lenders: http://www.thehomestory.com/6creditreportredflags/ #FinancialLiteracy,1,70,54,0,4,12,8397
4/30/2016,10:05 AM,The Home Story,What are the pros and cons of cash-out refinances? This piece walks you through some of them: http://www.thehomestory.com/the-pros-and-cons-of-cash-out-refinances/ #personalfinance,1,117,100,0,2,15,16977
5/1/2016,8:04 PM,The Home Story,"What top housing markets are attracting #Millennials, according to @CoreLogicInc? Find out: http://www.thehomestory.com/top-5-housing-markets-attracting-millennials/",1,93,80,0,1,12,36145
5/2/2016,10:52 AM,positioning and reputation,@StephenJMcNeil @blackstonecons @ptbrennan @npftpo @walterminja @ConcordCoolKids @Mrsjboyer @bsnuggs @Howell_Homes Thx for the RTs!,1,4,,1,2,1,1593
5/2/2016,2:12 PM,The Home Story,"Trended credit data is catching on in the mortgage industry, potentially good news for responsible borrowers: http://www.thehomestory.com/trended-data-gives-lenders-an-expanded-view-of-credit-history/",1,36,28,0,1,7,5500
5/2/2016,7:19 PM,HomeReady,HomeReady borrowers are benefiting from @FrameworkHome's homeowner education: http://www.knowyouroptions.com/homeready,1,23,17,0,3,3,191
5/3/2016,10:51 AM,positioning and reputation,"By working w/ @Equifax, we've enhanced the disclosures for our Connecticut Avenue Securities program: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6384.html",1,13,12,0,0,1,18
5/3/2016,2:25 PM,Mobile,Aspiring homeowner? Don't let student debt keep you from buying a home. http://money.cnn.com/2016/02/09/pf/home-buying-student-loans-down-payment-options/index.html?section=money_topstories #HomeTipTuesday,1,108,84,2,6,16,14102
5/3/2016,8:43 PM,The Home Story,"Some markets that were hit hard by ""zombie"" foreclosures are starting to make a comeback. Here's the story: http://www.thehomestory.com/vacancy_rates_high_southern_markets/",1,48,40,1,1,6,709
5/4/2016,1:26 PM,The Home Story,"From weather to days on market, here's a look at the factors that may impact whether or not a home sells: http://www.thehomestory.com/how-weather-affects-homebuying-and-selling/",1,29,21,0,1,7,1525
5/4/2016,6:28 PM,The Home Story,#Mortgage borrowers may soon benefit from the use of trended credit data: http://www.thehomestory.com/trended-data-gives-lenders-an-expanded-view-of-credit-history/,1,66,56,0,3,7,477
5/5/2016,7:56 AM,FMQ1 2016,"In a few minutes, we'll share with you our Q1 2016 financial results. You can follow along and join the conversation using #FMQ1.",1,6,,1,2,3,1622
5/5/2016,8:05 AM,FMQ1 2016,Today we're reporting another quarter of positive financial performance. Our #FMQ1 results: http://www.fanniemae.com/resources/file/ir/pdf/quarterly-annual-results/2016/q12016_release.pdf,1,64,36,2,11,15,12527
5/5/2016,8:06 AM,FMQ1 2016,We expect to make a $919M dividend payment to @USTreasury by 6/30/16. #FMQ1,1,11,,1,4,6,900
5/5/2016,8:10 AM,FMQ1 2016,We're proud of the role we're playing in America's housing market. #FMQ1,1,12,,0,6,6,2817
5/5/2016,8:11 AM,FMQ1 2016,"Our single-family serious delinquency rate continued to decrease in #FMQ1, dropping to 1.44 percent as of 3/31/16.",1,18,,0,8,10,4903
5/5/2016,8:22 AM,FMQ1 2016,This concludes communicating our #FMQ1 financial results. Visit this link for more: http://www.fanniemae.com/resources/file/ir/pdf/quarterly-annual-results/2016/q12016_release.pdf,1,17,13,1,1,2,2811
5/5/2016,9:33 AM,FMQ1 2016,Here's a recap of the highlights from our Q1 financial results. For details:  http://www.fanniemae.com/portal/about-us/media/financial-news/2016/6385.html #FMQ1,1,64,45,6,4,9,4067
5/5/2016,2:43 PM,positioning and reputation,@Jwmullensummer @abacoahomes @massrealty @Ernst33 @DenbeauxLaw @uwondemand @barrynasty @365frederick @DeniseTschida Appreciate your RTs!,1,4,,0,4,0,0
5/6/2016,8:15 AM,positioning and reputation,Our new look and improved website demonstrate our commitment to being America's most valued housing partner. http://fanniemae.com/portal/about-us/new-look-improved-website.html,1,80,56,2,11,11,5538
5/6/2016,11:32 AM,positioning and reputation,@HUDSouthwest @CentralNJHomes @tweetgentry @Soldatlanta @ownerletter @twojman @TRISTANvsTEE @BenDursch @NCMae Thx for retweeting!,1,3,,0,3,0,0
5/6/2016,11:34 AM,Jobs Report,For @D2_Duncan's full comment on today's #jobsreport: http://fanniemaeblog.tumblr.com/post/143945331017/todays-jobs-report-suggests-the-labor-market,1,21,17,0,0,4,8407
5/6/2016,3:33 PM,FMQ1 2016,ICYMI: Yesterday we announced our Q1 financial results. These are the highlights.,1,42,,6,20,16,21609
5/7/2016,9:00 PM,The Home Story,A cash-out refinance can help you fund other investments. But is it right for you?,1,17,,0,5,12,3803
5/8/2016,2:57 PM,#7Days2SERVE,Our week-long volunteering effort starts today! Folks are pitching in across the U.S. Follow along @ #7Days2SERVE.,1,23,,0,14,9,2871
5/8/2016,8:01 PM,positioning and reputation,"We're moving forward w/ our partners to build a stronger, safer, more efficient housing finance system: http://fanniemae.com/portal/about-us/new-look-improved-website.html",1,156,107,11,19,19,14903
5/9/2016,8:34 AM,HPSI,"Home Purchase Sentiment Index picks up, but overall housing sentiment remains flat: http://fanniemae.com/portal/research-and-analysis/housing-survey.html",1,30,23,0,1,6,1502
5/9/2016,10:17 AM,​,Our volunteers are off to a fast start this #7Days2SERVE week! Here some team members pitch in @MarthasTableorg. https://t.co/OJGanncBj8,1,11,,1,6,4,2277
5/9/2016,2:47 PM,Curation,Multigen. households are trending. The housing industry is starting to notice. http://www.zillow.com/blog/shared-homes-industry-change-196617/ Via @Zillow.,1,54,41,1,1,11,3407
5/9/2016,5:11 PM,positioning and reputation,@ralph_stebenne @Lluis321 @MtgCoop @RLovuolosr @atlrealtor2001 @georgeamedina @ojas_tasker @scottodron @STEVEHLADIK Appreciate your RTs!,1,4,,1,1,2,625
5/10/2016,9:13 AM,FMQ1 2016,Did you miss our Q1 financial results?,1,27,,4,9,14,14617
5/10/2016,12:15 PM,positioning and reputation,@ARiquier @DavidHStevens @MonicaMZylinski @DanRivisto @liberty_mtg @nolaborne @KennyorBrian @fercrishart @JosephTramuta Thx for the RTs!,1,2,,1,1,0,0
5/10/2016,1:21 PM,HPSI,Share of those who say it's good time to sell a home rises in Home Purchase Sentiment Index. http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,57,38,1,4,14,4746
5/10/2016,3:51 PM,Multifamily,Great overview of our Green Building Certification and Green Rewards program for #multifamily. https://eponline.com/articles/2016/05/03/better-financing-options-make-green-multifamily-development-affordable.aspx Via @EPonline.,1,15,12,0,2,1,12
5/10/2016,6:33 PM,Mobile,"Before you shop, be sure you know how much you can afford. #HomeTipTuesday Get weekly tips: http://www.knowyouroptions.com/homeapp/",1,35,25,0,3,7,345
5/11/2016,10:06 AM,Mortgage Lender Sentiment Survey,How are lenders faring with #TRID? Our Econ. + Strategic Research Group asked them: http://fanniemae.com/portal/about-us/media/commentary/051116-teimourian.html,1,30,26,1,0,3,15598
5/11/2016,12:41 PM,positioning and reputation,@PiedmontHousing @CDNinSTL @RobSpychalski @charlestonangie @connnutmeg @inbankexecutive @Baldi2176 @JuliasHouses Appreciate your RTs!,1,2,,1,1,0,0
5/11/2016,3:20 PM,#7Days2SERVE,"It's day four of our annual volunteering event, #7Days2SERVE. Here's just a sample of what we're up to: http://fanniemaeblog.tumblr.com/tagged/7Days2SERVE",1,27,25,0,1,1,530
5/11/2016,8:41 PM,HPSI,Gap narrows between good time to buy and good time to sell HPSI measures. Details: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,96,69,0,7,20,9526
5/12/2016,10:02 AM,HPSI,"Do you use Bloomberg's @TheTerminal? You can now access our Home Purchase Sentiment Index. Search for ""FANNHPSI Index"".",1,1,,0,0,1,197
5/12/2016,11:31 AM,positioning and reputation,@walkingrealtor @NFM_Lending @ZiC21beggins @Debsmagic21 @CreekbendMgmt @TopShelfHome @jesusrunsvegas @Stringrealest Thx for retweeting!,1,5,,0,4,1,1304
5/12/2016,3:29 PM,positioning and reputation,"Our evolved visual identity reflects our work to support housing mkt, create opportunities for homebuyers, renters: http://fanniemae.com/portal/about-us/new-look-improved-website.html",1,27,22,0,2,3,1676
5/12/2016,7:45 PM,Mortgage Lender Sentiment Survey,44% of large lenders said moving to #TRID disclosures gave them a competitive advantage. New research: http://fanniemae.com/portal/about-us/media/commentary/051116-teimourian.html,1,52,40,0,4,8,4148
5/13/2016,8:53 AM,The Home Story,"Homeowners, here are some tips for preparing your home for a natural disaster: http://www.thehomestory.com/protecting_your_home_natural_disasters/",1,28,26,0,0,2,455
5/13/2016,11:31 AM,positioning and reputation,"Announcing winning bid for our 5th NPL sale, for loans w approx $1.48B in unpaid principle. http://fanniemae.com/portal/about-us/media/financial-news/2016/6390.html",1,2,1,1,,,0
5/13/2016,11:46 AM,positioning and reputation,"Announcing winning bid for our 5th NPL sale, for loans w approx $1.48B in unpaid principal. http://fanniemae.com/portal/about-us/media/financial-news/2016/6390.html",1,45,36,1,3,5,2476
5/13/2016,3:30 PM,positioning and reputation,@CLPowellrealty @heather_e_bown @stubro07 @BrandyBecker @bp6687 @colemarine @Byron_R_Kelly @WLysaght @RElastateBiz Appreciate your RTs!,1,1,,0,1,0,0
5/14/2016,9:04 PM,Curation,Here's why lenders and #homebuilders are starting to better serve multigenerational households: http://www.zillow.com/blog/shared-homes-industry-change-196617/ Via @Zillow.,1,33,27,0,0,6,1075
5/15/2016,7:37 PM,The Home Story,Our research finds it may be in a borrower's best interest to shop around when applying for a #mortgage: http://www.thehomestory.com/consider-telling-your-customers-you-better-shop-around/,1,45,39,0,4,2,191
5/16/2016,9:26 AM,HPSI,"Our Home Purchase Sentiment Index is now available in Bloomberg's @TheTerminal? Find it using ""FANNHPSI Index"".",1,3,,0,1,2,174
5/16/2016,2:44 PM,positioning and reputation,@ChrisCarrMtg @KParkPlace @keelingteam @TweetUSC @KenBryantRE @Judyputnam @ALL4KIDZ @PYTprotect @snapdocs @ScottOliverTeam Thx for the RTs!,1,4,,0,4,0,0
5/16/2016,7:34 PM,The Home Story,"W/ low housing inventory, here's some ways cities may be able to curtail the wait for building permits: http://www.thehomestory.com/how-municipalities-can-curtail-the-wait-for-permits/",1,18,16,0,0,2,362
5/17/2016,9:03 AM,Economic & Housing Outlook,"Econ. off to slow start in '16, but there are reasons for optimism in housing: http://fanniemae.com/portal/about-us/media/financial-news/2016/6391.html #housing",1,56,49,0,3,4,1480
5/17/2016,10:26 AM,positioning and reputation,@CRESInsurance @seller_solution @anitamora1 @habeebhabeeb @XavierDeBuck @alheavens @SEFTAlt @jat_toor @aladayllc Appreciate your RTs!,1,3,,0,3,0,0
5/17/2016,1:49 PM,Mobile,Heading to an #openhouse this weekend? Be ready to make an offer. #HomeTipTuesday http://realestate.usnews.com/real-estate/articles/how-to-successfully-buy-a-home-in-a-tight-sellers-market/,1,31,26,0,2,3,6065
5/17/2016,8:38 PM,Economic & Housing Outlook,Our Economic + Strategic Research Group lowers their full-year economic growth forecast. Details: http://fanniemae.com/portal/about-us/media/financial-news/2016/6391.html,1,39,29,0,5,5,7444
5/18/2016,10:25 AM,positioning and reputation,@Engel_VolkersTX @latina_re @gatgman @mortagebuyer @CathyWP @CaryMortgageGuy @ezra802 @cityRES @7LadyQ @JennyKnowsRE Thx for retweeting!,1,2,,0,1,1,540
5/18/2016,1:41 PM,The Home Story,"Homeowners, you may be able to go #green with a #greenroof: http://www.thehomestory.com/put-a-bit-of-the-great-outdoors-over-your-head-with-a-green-roof/",1,45,35,0,3,7,6048
5/18/2016,7:09 PM,positioning and reputation,Stay on top of all our updates. Subscribe to our Tumblr today: http://fanniemaeblog.tumblr.com/,1,42,38,0,1,3,1847
5/19/2016,9:26 AM,The Home Story,Is it #Millennials or #BabyBoomers who are driving the surge in #multifamily? Our economists investigate: http://www.thehomestory.com/whether-in-single-family-homes-or-apartments-baby-boomers-seem-to-be-staying-in-place/,1,28,25,0,1,2,106
5/19/2016,10:51 AM,positioning and reputation,@TimSmith_Exit @NYCREMilton @cmakosc63 @JimMorrisonBT @artbyyou @GayLogg @PeteCookHomeGro @TJRoofing @jwhite2341 Appreciate your RTs!,1,6,,1,3,2,16902
5/19/2016,2:29 PM,Curation,.@NerdWallet includes our research in its analysis of Millennials' desire to become homeowners: https://www.nerdwallet.com/blog/mortgages/millennials-and-homebuying/,1,25,25,0,0,0,0
5/19/2016,9:07 PM,The Home Story,What can municipalities do to decrease the building permit wait time? http://www.thehomestory.com/how-municipalities-can-curtail-the-wait-for-permits/,1,47,36,0,4,7,1035
5/20/2016,9:51 AM,#7Days2SERVE,Last week some of our volunteers helped teach #financialliteracy @ JA Finance Park for #7Days2SERVE. https://youtu.be/6XjulNAEmqs cc @JA_USA,1,21,16,1,3,1,78
5/20/2016,12:51 PM,positioning and reputation,@Vegas_RE_Agent @KarenPowers @ToniaLeeSmith @dromero1 @SeeYouGuysCom @PaulPsian @reinformer @EmpressofVirtue @VoxVorago Thx for retweeting!,1,2,,0,2,0,0
5/20/2016,2:31 PM,Weekly Note,What does our Econ. + Strategic Research Group make of this week's econ. news + data? Their newest Weekly Note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_052016.pdf,1,17,13,0,2,2,494
5/20/2016,9:00 PM,Curation,Here's why trended credit data can make a difference for homebuyers: http://www.marketwatch.com/story/how-paying-down-those-credit-cards-faster-will-get-you-in-a-new-home-2016-05-20 Via @MarketWatch.,1,94,75,1,8,10,5054
5/21/2016,8:43 PM,Multifamily,"Jeff Hayward, our #Multifamily EVP, is now sharing some thoughts on LinkedIn. Follow him: https://www.linkedin.com/pulse/activities/jeffery-hayward+0_0cjAFOV_zK9U8WwOUnbHRZ",1,52,43,5,3,1,1749
5/22/2016,8:38 PM,The Home Story,New research analyzes how #Millennials tend to approach their personal finances: http://www.thehomestory.com/10stats_howmillennials_thinkabout_personalfinance/,1,53,46,0,4,3,3605
5/23/2016,8:44 AM,HomeReady,"Here's a home loan option designed to meet the diverse needs of responsible, creditworthy buyers: http://www.knowyouroptions.com/homeready #mortgage",1,57,52,0,1,4,1662
5/23/2016,11:58 AM,positioning and reputation,@HBAWS @chicagoletching @woolie @oregonhousing @BrewingTools @KevinismyBroker @recruiterblau @1zattipb @AlanALDIA Appreciate your RTs!,1,3,,0,2,1,668
5/23/2016,4:06 PM,Economic & Housing Outlook,"Last week, our Econ. + Strategic Research Group released their latest Econ. + Housing Outlook. Here's the rundown: http://fanniemae.com/portal/about-us/media/financial-news/2016/6391.html",1,29,24,0,1,4,285
5/23/2016,9:11 PM,The Home Story,"Lenders, here's why you may want to tell your customers to shop around: http://www.thehomestory.com/consider-telling-your-customers-you-better-shop-around/",1,57,49,0,2,6,4800
5/24/2016,9:50 AM,Mobile,Thinking about buying a home? Prepare w/ a checklist on our #mobileapp: http://www.knowyouroptions.com/homeapp/ #HomeTipTuesday,1,38,29,0,4,5,9473
5/24/2016,10:42 AM,positioning and reputation,@arlenegloria @ClaireAndrewsNC @FUNNAGAN @Agent_x01 @TerryCrimmins @UMyLifeB @RadioGeniusProd @Mirabilio23 @benjamindane Thx for the RTs!,1,1,,0,0,1,142
5/24/2016,1:40 PM,The Home Story,This mortgage company wants to change how buyers are approved for home loans: http://www.thehomestory.com/movement-mortgage-aims-to-do-good-while-doing-well/,1,100,90,0,4,6,7470
5/24/2016,8:02 PM,Curation,"Many Millennials want to become homeowners, but believe it's impossible. Via @NerdWallet: https://www.nerdwallet.com/blog/mortgages/millennials-and-homebuying/",1,107,79,0,9,19,23785
5/25/2016,11:24 AM,positioning and reputation,@Bobwolfrealtor @Realtyblog4u @heatherturman @ebelenky @KristinBland1 @LastCharmeleon @khilogram @reomachine @cjcribb Appreciate your RTs!,1,1,,0,0,1,4582
